综合,#genre#
Story HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23085
UNIVERSO EAST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23086
UNIVERSO WEST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23087
UNIVISION EAST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23088
UNIVISION WEST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23089
GALAVISION EAST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23090
GALAVISION WEST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23091
UNIVISION TUDN USA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23092
UNIMAS EAST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23093
UNIMAS WEST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23094
Pac-12 Network HD,http://108.181.20.255:27347/livehttpplay?channel_id=23095
MAVTV HD WEST,http://108.181.20.255:27347/livehttpplay?channel_id=23096
HGTV HD WEST,http://108.181.20.255:27347/livehttpplay?channel_id=23097
FOOD NETWORK HD WEST,http://108.181.20.255:27347/livehttpplay?channel_id=23098
TRAVEL CHANNEL HD WEST,http://108.181.20.255:27347/livehttpplay?channel_id=23099
GREAT AMERICAN FAMILY WEST,http://108.181.20.255:27347/livehttpplay?channel_id=23100
MAGNOLIA HD WES,http://108.181.20.255:27347/livehttpplay?channel_id=23101
Newsnation (WGNA) HD,http://108.181.20.255:27347/livehttpplay?channel_id=23102
MLB NETWORK HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23103
A&amp;E HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23104
HISTORY EAST USA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23105
LIFETIME EAST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23106
LMN HD,http://108.181.20.255:27347/livehttpplay?channel_id=23107
fyi HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23108
Vice HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23109
bravo HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23110
SyFy  HD,http://108.181.20.255:27347/livehttpplay?channel_id=23111
USA HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23112
E! EAST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23113
TV ONE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23114
CNBC HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23115
MSNBC HD,http://108.181.20.255:27347/livehttpplay?channel_id=23116
CNBC WORLD HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23117
PARAMOUND CARIBE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23118
COMEDY CARIBE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23119
CHV HD CHILE,http://108.181.20.255:27347/livehttpplay?channel_id=23500
NICK HD,http://108.181.20.255:27347/livehttpplay?channel_id=23501
TNT SERIES HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23502
ESPN 4 HD,http://108.181.20.255:27347/livehttpplay?channel_id=23503
DHE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23504
ESPN EXTRA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23505
CARTOON NETWORK HD,http://108.181.20.255:27347/livehttpplay?channel_id=23506
DISCOVERY KIDS HD,http://108.181.20.255:27347/livehttpplay?channel_id=23507
FOX SPORTS 2 HD ARGENTINA,http://108.181.20.255:27347/livehttpplay?channel_id=23508
BABY FIRTS HD,http://108.181.20.255:27347/livehttpplay?channel_id=23509
SEÑAL COLOMBIA HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23510
ESPN 2 LATIONAMERICA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23511
CANAL 1 HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23512
CARACOL HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23513
REDMAS HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23514
RCN HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23515
FOXSPORTS 3 HD ARGENTINA,http://108.181.20.255:27347/livehttpplay?channel_id=23516
DISNEY CHANELL HD,http://108.181.20.255:27347/livehttpplay?channel_id=23517
ESPN 3 HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23518
TELETICA CANAL 7 COSTA RICA,http://108.181.20.255:27347/livehttpplay?channel_id=23519
UNIVERSAL REALITY HD,http://108.181.20.255:27347/livehttpplay?channel_id=23520
UNIVERSAL CINEMA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23521
UNIVERSAL PREMIER HD,http://108.181.20.255:27347/livehttpplay?channel_id=23522
ESPN PREMIUM HD,http://108.181.20.255:27347/livehttpplay?channel_id=23523
CANAL 13 HD CHILE,http://108.181.20.255:27347/livehttpplay?channel_id=23524
TELEAMAZONAS HD ECUADOR,http://108.181.20.255:27347/livehttpplay?channel_id=23525
24 HORAS HD (CHILE),http://108.181.20.255:27347/livehttpplay?channel_id=23526
CITY TV SD,http://108.181.20.255:27347/livehttpplay?channel_id=23527
RCN NOVELAS SD,http://108.181.20.255:27347/livehttpplay?channel_id=23528
NICK JR HD,http://108.181.20.255:27347/livehttpplay?channel_id=23529
LIFE TIME HD,http://108.181.20.255:27347/livehttpplay?channel_id=23530
ESPN HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23531
TELEANTIOQUIA HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23532
TELEPACIFICO HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23533
TELECARIBE HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23534
IVC HD VENEZUELA,http://108.181.20.255:27347/livehttpplay?channel_id=23535
EUROPA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23536
DIRECTV SPORTS COLOMBIA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23537
DIRECTV SPORTS2 HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23538
DIRECTV SPORTS+ HD COLOMBIA,http://108.181.20.255:27347/livehttpplay?channel_id=23539
DIRECTV SPORTS FIGHT HD,http://108.181.20.255:27347/livehttpplay?channel_id=23540
TC ECUADOR,http://108.181.20.255:27347/livehttpplay?channel_id=23541
WIN SPORTS PREMIUM  COL,http://108.181.20.255:27347/livehttpplay?channel_id=23542
PX SPORTS HD,http://108.181.20.255:27347/livehttpplay?channel_id=23543
ON DIRECTV HD,http://108.181.20.255:27347/livehttpplay?channel_id=23544
TV CORTOS  HD,http://108.181.20.255:27347/livehttpplay?channel_id=23545
FOOD NETWORK HD,http://108.181.20.255:27347/livehttpplay?channel_id=23546
HGTV HD,http://108.181.20.255:27347/livehttpplay?channel_id=23547
WinSports HD,http://108.181.20.255:27347/livehttpplay?channel_id=23548
Tigo sports costa rica,http://108.181.20.255:27347/livehttpplay?channel_id=23549
UNIVERSAL COMEDY HD,http://108.181.20.255:27347/livehttpplay?channel_id=23550
UNIVERTSAL CRIMEN HD,http://108.181.20.255:27347/livehttpplay?channel_id=23551
MOVISTAR DEPORTES PERU HD,http://108.181.20.255:27347/livehttpplay?channel_id=23552
CANAL DE FUTBOL HD,http://108.181.20.255:27347/livehttpplay?channel_id=23553
GOL PERU HD,http://108.181.20.255:27347/livehttpplay?channel_id=23554
LOVE NATURE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23555
GOL TV ECUADOR,http://108.181.20.255:27347/livehttpplay?channel_id=23556
CNN CHILE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23557
TNT SPORTS CHILE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23558
FOX SPORTS CHILE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23559
ESPN2 HD CHILE,http://108.181.20.255:27347/livehttpplay?channel_id=23560
AMERICA TV HD PERU,http://108.181.20.255:27347/livehttpplay?channel_id=23561
LATINA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23562
MEGA TV HD,http://108.181.20.255:27347/livehttpplay?channel_id=23563433.ts
KCRA-TV NBC 3 (Sacramento CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2440.ts
KXTV-TV ABC 10 (Sacramento CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2674.ts
KOVR-TV CBS 13 (Stockton/Sacramento CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2625.ts
KTXL-TV FOX 40 (Sacramento CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2537.ts
KMAX-TV CW 31 (Sacramento CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89447.ts
KSEE-TV NBC 24 (Fresno CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89432.ts
KMPH-TV FOX 26 (Fresno CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/434317.ts
KFSN-TV ABC 30 (Fresno CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2688.ts
KGPE-TV CBS 47 (Fresno CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89431.ts
WFRE-TV CW 59 (Fresno CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629104.ts
KGET-TV NBC 17 (Bakerfield CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89427.ts
KERO-TV ABC 23 (Bakerfield CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/512981.ts
KBAK-TV CBS 29 (Bakerfield CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89426.ts
KBFX-CD FOX 58 (Bakerfield CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/512982.ts
KEYT-TV ABC 3 (Santa Barbara CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/446727.ts
KION-TV CBS 5/46 (Monterey CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89441.ts
WCBS-TV CBS 2 (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89712.ts
WNBC-TV NBC 4 (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89714.ts
WNYW-TV FOX 5 (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2544.ts
WABC-TV ABC 7 (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/3606.ts
WWOR-TV MyNetworkTV 9 (FOX 5+) (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597173.ts
WPIX-TV CW 11 (PIX 11+) (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/93093.ts
WLNY-TV CBS/Ind. 10/55 (New York NY),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89717.ts
WBBM-TV CBS 2 (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2648.ts
WMAQ-TV NBC 5 (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2464.ts
WLS-TV ABC 7 (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2695.ts
WGN-TV CW 9 (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/85340.ts
WFLD-TV FOX 32 (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2567.ts
WPWR-TV MyNetworkTV 50 (FOX+) (Chicago IL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/92927.ts
WJBK-TV FOX 2 (Detroit MI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2558.ts
WDIV-TV NBC 4 (Detroit MI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2459.ts
WXYZ-TV ABC 7 (Detroit MI),https://fl1.moveonjoy.com/MI_DETROIT_ABC/mpegts
WKBD-TV CW 50 (Detroit MI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89623.ts
WWJ-TV CBS 62 (Detroit MI),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/88065.ts
WCCO-TV CBS 4 (Minneapolis/St. Paul MN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2634.ts
KSTP-TV ABC 5 (Minneapolis/St. Paul MN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2673.ts
KMSP-TV FOX 9 (Minneapolis/St. Paul MN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2547.ts
KARE-TV NBC 11 (Minneapolis/St. Paul MN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2450.ts
WUCW-TV CW 23 (Minneapolis/St. Paul MN),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38311.ts
KYW-TV CBS 3 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2629.ts
WPVI-TV ABC 6 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2678.ts
WCAU-TV NBC 10 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2445.ts
WHPL-TV CW 17 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/433308.ts
WTXF-TV FOX 29 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2540.ts
WPSG-TV Ind. Philly 57 (Philadelphia PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34426.ts
WBZ-TV CBS 4 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/88036.ts
WCVB-TV ABC 5 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2697.ts
WBTS-LD NBC 10 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2467.ts
WFXT-CD FOX 25 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2570.ts
WSBK-TV Ind. 38 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/92926.ts
WLVI-TV CW 56 (Boston MA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629809.ts
KDKA-TV CBS 2 (Pittsburgh PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2627.ts
WTAE-TV ABC 4 (Pittsburgh PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2676.ts
WPXI-TV NBC 11 (Pittsburgh PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2443.ts
WPCW-TV CW 19 (KDKA+) (Pittsburgh PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/34432.ts
WPGH-CD FOX 53 (Pittsburgh PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2538.ts
WICU-TV NBC 12 (Erie PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510266.ts
WJET-TV ABC 24 (Erie PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510265.ts
WSEE-TV CBS 35.1 (Erie PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510267.ts
WSEE-DT CW 35.2 (Erie PA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510264.ts
WFXP-CD TV FOX 66 (Hartford CT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510268.ts
WFSB-TV CBS 3 (Hartford CT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629116.ts
WTNH-TV ABC 8 (Hartford CT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2693.ts
WVIT-TV NBC 30 (Hartford CT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2456.ts
WTIC-CD TV FOX 61 (Hartford CT),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2556.ts
WFOR-TV CBS 4 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2636.ts
WTVJ-TV NBC 6 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2452.ts
WSVN-TV FOX 7 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/3641.ts
WPLG-TV ABC 10 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/3605.ts
WBFS-TV CW/MyNetworkTV 33 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38327.ts
WSFL-TV CW/Ind. 39 (Miami FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/433867.ts
WFLA-TV NBC 8 (Tampa Bay FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/59890.ts
WTVT-TV FOX 13 (Tampa Bay FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2504.ts
WFTS-TV ABC 28 (Tampa Bay FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2666.ts
WTOG-TV Ind. 44 (Tampa Bay FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89505.ts
WESH-TV NBC 2 (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89484.ts
WKMG-TV CBS 6 (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2630.ts
WFTV-TV ABC 9 (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2679.ts
WKCF-TV CW 18 (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/333488.ts
WOFL-TV FOX 35 (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2541.ts
WACX-TV 55.1 SuperChannel Orlando (Orlando FL),https://632c1f303ef2e.streamlock.net/live/live/playlist.m3u8
WRBW-TV MyNetworkTV 65 (FOX 35+) (Orlando FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/383407.ts
WNBW-DT NBC 9 (Gainsville FL),https://fl1.moveonjoy.com/FL_Gainesville_NBC/mpegts
WCJB-TV ABC 20 (Gainsville FL),https://fl1.moveonjoy.com/FL_GAINESVILLE_ABC/mpegts
WOGX-TV FOX 51 (Ocala/Gainsville FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89499.ts
WWSB-TV ABC 7 (Sarasota FL),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/112252.ts
KOB-TV NBC 4 (Albuquerque NM),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/77964.ts
KOAT-TV ABC 7 (Albuquerque NM),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38302.ts
KRQE-TV CBS 13.1 (Albuquerque NM),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/77965.ts
KRQE-TV FOX 13.2 (Albuquerque NM),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89695.ts
KDBC-TV CBS 4 (El Paso TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89826.ts
KVIA-TV ABC 7 (El Paso TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38309.ts
KTSM-TV NBC 9 (El Paso TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89827.ts
KFOX-TV FOX 14 (El Paso TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/566739.ts
KIII-TV ABC 3 (Corpus Christi TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/721023.ts
KRIS-TV NBC 6 (Corpus Christi TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89823.ts
KZTV-TV CBS 10 (Corpus Christi TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89822.ts
KCBD-TV NBC 11 (Lubbock TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38305.ts
KLBK-TV CBS 13 (Lubbock TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38304.ts
KAMC-TV ABC 28 (Lubbock TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38303.ts
KJTV-TV FOX 34 (Lubbock TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89843.ts
KCWX-TV MyNetworkTV 2 (San Antonio TX),http://65.36.6.216:1935/live/kcwx.smil/playlist.m3u8
WOAI-TV NBC 4.1 (San Antonio TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89853.ts
KENS-TV CBS 5 (San Antonio TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2624.ts
KSAT-TV ABC 12 (San Antonio TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2671.ts
KABB-TV FOX 29 (San Antonio TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2535.ts
KMYS-TV CW 35 & WOAI-DT 4.2 (San Antonio TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/629971.ts
KDFW-TV FOX 4 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89824.ts
KXAS-TV NBC 5 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2461.ts
WFAA-TV ABC 8 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2692.ts
KTVT-TV CBS 11 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2645.ts
KTXA-TV Ind. 21 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38295.ts
KDFI-TV MyNetworkTV/FOX 27 (More27) (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597158.ts
KDAFF-TV CW 39 (Ft. Worth/Dallas TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597161.ts
KPRC-TV NBC 2 (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2455.ts
KHOU-TV CBS 8 (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2640.ts
KTRK-TV ABC 13 (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2687.ts
KTXH-TV MyNetworkTV 20 (My20 Vision) (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/50091.ts
KRIV-TV FOX 26 (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89836.ts
KIAH-TV CW 39 (Houston TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/643838.ts
KTBC-TV FOX 7 (Austin TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38241.ts
KVUE-TV ABC 24 (Austin TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38241.ts
KXAN-TV NBC 36 (Austin TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/85342.ts
KEYE-TV CBS 42 (Austin TX),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/85343.ts
WWL-TV CBS 4 (New Orleans LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2632.ts
WDSU-TV NBC 6 (New Orleans LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2448.ts
WVUE-TV FOX 8 (New Orleans LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2545.ts
WGNO-TV ABC 26 (New Orleans LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/510034.ts
WBRZ-TV ABC 2 (Baton Rouge LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38252.ts
WAFB-TV CBS 9 (Baton Rouge LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38253.ts
WVLA-TV NBC 33 (Baton Rouge LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89590.ts
WGMB-TV FOX 44 (Baton Rouge LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89589.ts
KTBS-TV ABC 3 (Shreveport LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38325.ts
KTAL-TV NBC 6 (Shreveport LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89602.ts
KSLA-TV CBS 12 (Shreveport LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89600.ts
KMSS-TV FOX 33 (Shreveport LA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89601.ts
KTVK-TV 3TV CBS/Ind. 3 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/38298.ts
KPHO-TV CBS 5 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2628.ts
KSAZ-TV FOX 10.1 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2539.ts
KSAZ-DT FOX Xtra 10.2/KUTP-TV MyNetworkTV 45 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/600290.ts
KPNX-TV NBC 12 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2444.ts
KNXV-TV ABC 15 (Phoenix AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2677.ts
KVOA-TV NBC 4 (Tucson AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89422.ts
KGUN-TV ABC 9 (Tucson AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/600301.ts
KMSB-TV FOX 11 (Tucson AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89421.ts
KOLD-TV CBS 13 (Tucson AZ),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89420.ts
